search_term|displayLink|snippet|link|title|number
Richard Rothstein+UC Berkeley|ternercenter.berkeley.edu|Sep 28, 2017 ... Join the Terner Center and the Department of City and Regional Planning for a lecture by Richard Rothstein, author of The Color of Law: A ...|https://ternercenter.berkeley.edu/events/richard-rothstein-lecture-on-the-color-of-law|Richard Rothstein Lecture on The Color of Law  Terner Center|9
Richard Rothstein+UC Berkeley|ced.berkeley.edu|Richard Rothstein is a Research Associate of the Economic Policy Institute, a Senior Fellow at the Thurgood Marshall Institute of the NAACP Legal Defense ...|https://ced.berkeley.edu/events-media/lecture-series/past-lectures/fall-2017-dcrp-lectures|Fall 2017 DCRP Lectures - CLOSED  UC Berkeley College of ...|10
Rob Reich+Stanford|politicalscience.stanford.edu|Rob Reich is professor of political science and, by courtesy, professor of philosophy and at the Graduate School of Education, at Stanford University. He is the ...|https://politicalscience.stanford.edu/people/rob-reich|Rob Reich - Stanford Political Science - Stanford University|1
Rob Reich+Stanford|profiles.stanford.edu|Rob Reich is professor of political science and, by courtesy, professor of philosophy and at the Graduate School of Education, at Stanford University. He is the ...|https://profiles.stanford.edu/robert-reich|Robert Reich's Profile  Stanford Profiles|2
Rob Reich+Stanford|pacscenter.stanford.edu|Rob Reich is professor of political science and, by courtesy, professor of philosophy and at the Graduate School of Education, at Stanford University. He is the ...|https://pacscenter.stanford.edu/person/rob-reich/|Rob Reich - Stanford PACS|3
Rob Reich+Stanford|en.wikipedia.org|Rob Reich (born c. 1969) is an American political scientist. He is a Professor of Political Science at Stanford University, the director of Stanford's McCoy Center ...|https://en.wikipedia.org/wiki/Rob_Reich|Rob Reich - Wikipedia|4
Rob Reich+Stanford|ethicsinsociety.stanford.edu|Rob Reich is professor of political science and, by courtesy, professor of philosophy and at the Graduate School of Education, at Stanford University. He is the ...|https://ethicsinsociety.stanford.edu/about/people/rob-reich|Rob Reich - McCoy Family Center for - Stanford University|5
Rob Reich+Stanford|robreich.stanford.edu|Rob Reich Professor of Political Science Courtesy Appointments in ... Center for Ethics in Society Faculty Co-Director, Stanford Center on Philanthropy and Civil ...|https://robreich.stanford.edu/|Rob Reich  Professor of Political Science|6
Rob Reich+Stanford|engineering.stanford.edu|Feb 14, 2019 ... Is basic science being driven by the whims of big donors? These are questions that keep Stanford political philosopher Rob Reich up at night.|https://engineering.stanford.edu/magazine/article/rob-reich-it-time-rethink-philanthropy| Rob Reich: Is it time to rethink philanthropy?  Stanford School of ...|7
Rob Reich+Stanford|news.stanford.edu|Dec 3, 2018 ... Stanford scholar Rob Reich finds that the laws and policies that structure charitable giving in America today favor the interests of wealthy ...|https://news.stanford.edu/2018/12/03/the-problems-with-philanthropy/|The problems with philanthropy  Stanford News|8
Rob Reich+Stanford|philosophy.stanford.edu|Rob Reich. Courtesy Professor. Associate Professor of Political Science and, by courtesy, of Education and Philosophy. PDF icon cv ...|https://philosophy.stanford.edu/people/rob-reich|Rob Reich - Philosophy at Stanford - Stanford University|9
Rob Reich+Stanford|law.stanford.edu|Stanford Law School. Crown Quadrangle 559 Nathan Abbott Way Stanford, CA 94305-8610. Phone: 650.723.2465; Fax: 650.725.0253. Follow Us on Twitter ...|https://law.stanford.edu/directory/rob-reich/|Rob Reich - Stanford Law School|10
Robert (Bob) C. Pianta+U. Virginia|curry.virginia.edu|Robert C. Pianta. Dean ; Novartis Professor of Education; Founding Director, Center for Advanced Study of Teaching and Learning ...|https://curry.virginia.edu/robert-c-pianta|Robert C. Pianta - Curry School of Education - University of Virginia|1
Robert (Bob) C. Pianta+U. Virginia|www.edweek.org|Jan 8, 2020 ... 3, Angela Duckworth, U. Penn, 50.0, 2.0, 19.9, 3.1, 21.0, 5.0, 25.0, 0.0 ... 8, Robert (Bob) C. Pianta, U. Virginia, 50.0, 9.5, 4.1, 6.5, 3.0, 0.0, 20.6 ...|https://www.edweek.org/media/2020/01/08/top10_psychology.html|Please click here if you are not redirected within a few seconds ...|2
Robert (Bob) C. Pianta+U. Virginia|curry.virginia.edu|CASTL also supports the implementation of CLASS as a part of national (Office of Head Start), state (e.g., Virginia, Georgia, Arizona), and local (e.g., San Diego, ...|https://curry.virginia.edu/faculty-research/centers-labs-projects/castl/measures-developed-robert-c-pianta-phd|Measures Developed by Robert C. Pianta, Ph.D.  Curry School of ...|3
Robert (Bob) C. Pianta+U. Virginia|csc.virginia.edu|Robert C. Pianta is Dean of the Curry School of Education at the University of Virginia. He also holds positions as the Novartis Professor of Education, Founding ...|https://csc.virginia.edu/content/bob-pianta|Bob Pianta - Contemplative Sciences Center - University of Virginia|4
Robert (Bob) C. Pianta+U. Virginia|www.youtube.com|May 21, 2017 ... Robert C. Pianta, Dean of the Curry School of Education, spoke to graduates of the University of Virginia on Sunday, May 21, 2017. More from ...|https://www.youtube.com/watch?v=JmHxpJwoeig|Robert C. Pianta Addresses UVA's Class of 2017 - YouTube|5
Robert (Bob) C. Pianta+U. Virginia|www.nytimes.com|Jul 18, 2011 ... Bob Pianta. Robert C. Pianta is the dean of the University of Virginia's Curry School of Education. He advises federal and state agencies on ...|https://www.nytimes.com/roomfordebate/2011/06/12/whos-ready-for-kindergarten/a-question-of-equity-in-education|A Question of Equity in Education - NYTimes.com|6
Robert (Bob) C. Pianta+U. Virginia|www.impact.upenn.edu|Feb 20, 2014 ... ... interview with Dr. Robert C. Pianta. Bob is the Dean of the Curry School of Education at the University of Virginia, an expert in early childhood ...|https://www.impact.upenn.edu/investing_in_high_quality_preschool_qa_with_dr-_robert_c-_pianta/|Investing in high quality preschool: Q&A with Dr. Robert C. Pianta ...|7
Robert (Bob) C. Pianta+U. Virginia|blogs.edweek.org|Jan 9, 2020 ... 3, Gloria Ladson-Billings, U. Wisconsin-Madison, 50.0, 19.0, 15.4, 10.0 ... 8, Robert (Bob) C. Pianta, U. Virginia, 50.0, 9.5, 4.1, 6.5, 3.0, 0.0, 20.6 ...|http://blogs.edweek.org/edweek/rick_hess_straight_up/2020/01/2020_rhsu_edu-scholar_public_influence_top_tens.html|2020 RHSU Edu-Scholar Public Influence: Top Tens|8
Robert (Bob) C. Pianta+U. Virginia|majorevents.virginia.edu|Robert C. (Bob) Pianta Commencement Address, May 21, 2017. University of Virginia. Thank you, Mr. Rector for that generous introduction. Members of the ...|https://majorevents.virginia.edu/finals/archive/pianta2017|Final Exercises 2017: Pianta Speech  Office of Major Events, UVA|9
Robert (Bob) C. Pianta+U. Virginia|blogs.edweek.org|Jan 8, 2020 ... 35, Robert (Bob) C. Pianta, U. Virginia, 50, 9.5, 4.1, 6.5, 3, 0, 20.6, 0, 0.1, 93.9, bobpianta. 36, Richard (Dick) Elmore, Harvard, 50, 17.5, 12.4 ...|http://blogs.edweek.org/edweek/rick_hess_straight_up/2020/01/the_2020_rhsu_edu-scholar_public_influence_rankings.html|The 2020 RHSU Edu-Scholar Public Influence Rankings|10
Robert E. Slavin+Johns Hopkins|education.jhu.edu|Robert Slavin is the director of the Center for Research and Reform in Education at JHU, and chairman of the Success for All Foundation. ... in 1972, and his Ph.D. in Social Relations in 1975 from Johns Hopkins University. ... Taylor, J., Furtak, E., Kowalski, S., Martinez, A., Slavin, R. E., Wilson, C., & Stuhlsatz, M. (2016).|https://education.jhu.edu/directory/robert-e-slavin-phd/|Robert Slavin, PhD  JHU School of Education|1
Robert E. Slavin+Johns Hopkins|www.researchgate.net|Robert E. Slavin. Robert Slavin is currently director of the Center for Research and Reform in Education at Johns Hopkins University, director of the Institute for ...|https://www.researchgate.net/profile/Robert_Slavin|Robert SLAVIN  Ph.D.  Johns Hopkins University, MD  JHU ...|2
Robert E. Slavin+Johns Hopkins|www.youtube.com|Nov 15, 2016 ... Robert Slavin is a much quoted educationist, primarily because of his series of overview articles on what works in education – evidence-based ...|https://www.youtube.com/watch?v=XQZsQ78tUi4|Robert E Slavin (Director Johns Hopkins University) - Success for All ...|3
Robert E. Slavin+Johns Hopkins|edpolicy.education.jhu.edu|Apr 23, 2018 ... Robert Slavin, Director of the Center for Research and Reform in Education at Johns Hopkins University, led Success for All to become one of the ...|https://edpolicy.education.jhu.edu/researchers-research-point-counter-point-marc-tucker-robert-e-slavin/|Point and Counter-Point from Marc Tucker and Robert E. Slavin|4
Robert E. Slavin+Johns Hopkins|en.wikipedia.org|Robert Bob Slavin, Ph.D., is an educational researcher who directs the Center ... He received his Ph.D. in Social Relations at Johns Hopkins University in 1975, ...|https://en.wikipedia.org/wiki/Robert_Slavin|Robert Slavin - Wikipedia|5
Robert E. Slavin+Johns Hopkins|eric.ed.gov|The Johns Hopkins Team Learning Project. Slavin, Robert E. The purpose of this manual is to give teachers the information they need to use student team ...|https://eric.ed.gov/?id=ED237623|ED237623 - Using Student Team Learning. The Johns Hopkins|6
Robert E. Slavin+Johns Hopkins|www.successforall.org|Robert Slavin is currently Director of the Center for Research and Reform in Education at Johns Hopkins University and is a co-founder of the Success for All ...|http://www.successforall.org/who-we-are/our-team/|Our Team - Success for All Foundation|7
Robert E. Slavin+Johns Hopkins|www.amazon.com|Using Student Team Learning: The Johns Hopkins Team Learning Project [Robert E. Slavin] on Amazon.com. *FREE* shipping on qualifying offers.|https://www.amazon.com/Using-Student-Team-Learning-Hopkins/dp/B0006QDKAU|Using Student Team Learning: The Johns Hopkins Team Learning ...|8
Robert E. Slavin+Johns Hopkins|robertslavinsblog.wordpress.com|Note: If you would like to subscribe to Robert Slavin's weekly blogs, just send your email ... Chapman, E. (2001, April). ... The SEL review, led by Sooyeon Byun, Amanda Inns, Cynthia Lake, and Liz Kim at Johns Hopkins University, located 24 ...|https://robertslavinsblog.wordpress.com/|Robert Slavin's Blog|9
Robert E. Slavin+Johns Hopkins|www.hopkinsmedicine.org|As part of the Vision for Baltimore program, faculty from the Johns Hopkins Wilmer Eye ... Megan E. Collins, M.D. · Robert E. Slavin, Ph.D. Michael X. Repka, M.D. ...|https://www.hopkinsmedicine.org/wilmer/research/dana-center/research/breds/vision-for-baltimore.html|Vision for Baltimore - Johns Hopkins Medicine|10
Robert Kelchen+Seton Hall|www.shu.edu|Robert Kelchen's research interests include higher education finance, accountability policies, and student financial aid. Kelchen is the author of Higher Education ...|https://www.shu.edu/profiles/robertkelchen.cfm|Profile Robert Kelchen - Seton Hall University|1
Robert Kelchen+Seton Hall|robertkelchen.com|My name is Robert Kelchen and I am an associate professor of higher education in ... of Education Leadership, Management, and Policy at Seton Hall University.|https://robertkelchen.com/|Robert Kelchen|2
Robert Kelchen+Seton Hall|twitter.com|Record 10 - 15 ... The latest Tweets from Robert Kelchen (@rkelchen). Associate professor of higher education @SetonHall. I study higher ed finance, ...|https://twitter.com/rkelchen?lang=en|Robert Kelchen (@rkelchen)  Twitter|3
Robert Kelchen+Seton Hall|academicminute.org|Jul 22, 2015 ... College admissions can be a formidable process. Robert Kelchen, a professor of higher education at Seton Hall University, is researching ways ...|https://academicminute.org/2015/07/robert-kelchen-seton-hall-university-the-price-of-college/|Robert Kelchen, Seton Hall University - The Price of College - The ...|4
Robert Kelchen+Seton Hall|www.linkedin.com|Robert Kelchen is an associate professor of higher education in the Department of Education Leadership, Management and Policy at Seton Hall University.|https://www.linkedin.com/in/robert-kelchen-983a1b98|Robert Kelchen - Associate Professor - Seton Hall University  LinkedIn|5
Robert Kelchen+Seton Hall|scholar.google.com|Robert Kelchen. Associate Professor, Seton Hall University. Verified email at shu.edu - ... S Goldrick-Rab, R Kelchen, DN Harris, J Benson. American Journal of ...|http://scholar.google.com/citations?user=qrYZ8cwAAAAJ&hl=en|Robert Kelchen - Google Scholar Citations|6
Robert Kelchen+Seton Hall|www.facebook.com|Robert Kelchen (Seton Hall College of Education & Human Services) led a national study of colleges & universities to understand impact of...|https://www.facebook.com/CPREresearch/posts/robert-kelchen-seton-hall-college-of-education-human-services-led-a-national-stu/2284589404930066/|Robert Kelchen (Seton Hall College of... - Consortium for Policy ...|7
Robert Kelchen+Seton Hall|www.aera.net|Robert Kelchen is an Assistant Professor of Higher Education at Seton Hall University, where he teaches graduate students in the Department of Education ...|http://www.aera.net/Newsroom/Meet-Robert-Kelchen|Meet Robert Kelchen|8
Robert Kelchen+Seton Hall|www.pinterest.com|College admissions can be a formidable process. Robert Kelchen, a professor of higher education at Seton Hall University, is researching ways to improve the ...|https://www.pinterest.com/pin/361413938824679347/|Robert Kelchen, Seton Hall University - The Price of College  Seton ...|9
Robert Kelchen+Seton Hall|www.chronicle.com|Apr 6, 2016 ... Robert Kelchen of Seton Hall U.: The students who may miss out are students who can handle the coursework, but their success is far from ...|https://www.chronicle.com/article/When-States-Tie-Money-to/235983|When States Tie Money to Colleges' Performance, Low-Income ...|10
Roberto G. Gonzales+Harvard|www.gse.harvard.edu|Roberto Gonzales is professor of education at HGSE and director of the newly formed Immigration Initiative at Harvard (IIH), a university-wide effort aimed at ...|https://www.gse.harvard.edu/faculty/roberto-gonzales|Roberto G. Gonzales  Harvard Graduate School of Education|1
Roberto G. Gonzales+Harvard|sociology.fas.harvard.edu|Roberto G. Gonzales is professor of education at Harvard Graduate School of Education. His research centers on contemporary processes of immigration and ...|https://sociology.fas.harvard.edu/people/roberto-g-gonzales|Roberto G. Gonzales  Department of Sociology - Harvard Sociology|2
Roberto G. Gonzales+Harvard|twitter.com|The latest Tweets from Roberto G. Gonzales (@RGGonzales1). Professor @Harvard @HGSE and Director @IIH_Harvard  Author #LivesInLimbo  Immigration ...|https://twitter.com/rggonzales1?lang=en|Roberto G. Gonzales (@RGGonzales1)  Twitter|3
Roberto G. Gonzales+Harvard|vimeo.com|Jul 24, 2018 ... This is Roberto G. Gonzales, Harvard School of Education by The National Academies on Vimeo, the home for high quality videos and the ...|https://vimeo.com/281431901|Roberto G. Gonzales, Harvard School of Education on Vimeo|4
Roberto G. Gonzales+Harvard|scholar.google.com|Roberto G. Gonzales. Professor of Education, Harvard University. Verified ... RG Gonzales, LR Chavez, DA Boehm, CB Brettell, SB Coutin, JX Inda, ... Current ...|http://scholar.google.com/citations?user=qLii6B0AAAAJ&hl=en|Roberto G. Gonzales - Google Scholar Citations|5
Roberto G. Gonzales+Harvard|www.thecrimson.com|Sep 14, 2017 ... Roberto G. Gonzales is a Professor of Education at the Harvard Graduate School of Education and a sociologist who researches inequality.|https://www.thecrimson.com/article/2017/9/14/fifteen-professors-2017-roberto-gonzales/|Roberto G. Gonzales|6
Roberto G. Gonzales+Harvard|students.tufts.edu|Roberto G. Gonzales received his PH.D from the University of California and is an Assistant Professor of Education at the Harvard Graduate School of education.|https://students.tufts.edu/news/interview-roberto-g-gonzales|Interview with Roberto G. Gonzales  Tufts Student Services|7
Roberto G. Gonzales+Harvard|www.youtube.com|Apr 28, 2016 ... Roberto G. Gonzales has done extensive research on undocumented youth in the US following them for 12 years. PICUM asked Roberto G.|https://www.youtube.com/watch?v=fEpCsci_fGk|Roberto G. Gonzales, Assistant Professor of Education at Harvard ...|8
Roberto G. Gonzales+Harvard|www.americanimmigrationcouncil.org|Roberto G. Gonzales, Ph.D. and Angie M. Bautista-Chavez. June 16, 2014. Download PDF with Citations. This research brief presents current findings from the ...|https://www.americanimmigrationcouncil.org/research/two-years-and-counting-assessing-growing-power-daca|Two Years and Counting: Assessing the Growing Power of DACA ...|9
Roberto G. Gonzales+Harvard|projects.iq.harvard.edu|Roberto Gonzales is a qualitative sociologist whose research focuses on the ways in which legal and educational institutions shape the everyday experiences of ...|https://projects.iq.harvard.edu/immigrant_youth_2013/roberto-g-gonzales|Roberto G Gonzales, Harvard Graduate School of Education ...|10
Roland G. Fryer Jr.+Harvard|scholar.harvard.edu|Roland G. Fryer, Jr. is a Professor of Economics at Harvard University. Fryer's research combines economic theory, empirical evidence, and randomized ...|https://scholar.harvard.edu/fryer/home|Roland G. Fryer, Jr. - Harvard University|1
Roland G. Fryer Jr.+Harvard|en.wikipedia.org|Roland Gerhard Fryer Jr. (born June 4, 1977) is an American economist. In 2007, at age 30, he became the youngest African-American to ever receive tenure at Harvard.. In 2019, Fryer was suspended from Harvard for two years following sexual ...|https://en.wikipedia.org/wiki/Roland_G._Fryer_Jr.|Roland G. Fryer Jr. - Wikipedia|2
Roland G. Fryer Jr.+Harvard|www.nytimes.com|Jul 10, 2019 ... Roland G. Fryer, a onetime rising star in economics who has been accused by several women of sexual harassment, will lose his Harvard ...|https://www.nytimes.com/2019/07/10/business/economy/roland-fryer-harvard.html|Harvard Suspends Roland Fryer, Star Economist, After Sexual ...|3
Roland G. Fryer Jr.+Harvard|www.thecrimson.com|Apr 23, 2019 ... Complainant Withdrew Massachusetts Commission Against Discrimination Complaint Against Harvard Prof. Roland Fryer. A headshot of ...|https://www.thecrimson.com/article/2019/4/23/fryer-mcad-investigation-concluded/|Complainant Withdrew Massachusetts Commission Against ...|4
Roland G. Fryer Jr.+Harvard|www.nytimes.com|Dec 18, 2018 ... Roland G. Fryer Jr., a prominent economist who is under investigation at Harvard University over allegations of sexual harassment, resigned on ...|https://www.nytimes.com/2018/12/18/business/economy/roland-fryer-harvard.html|Roland Fryer, Accused of Harassment at Harvard, Quits Economics ...|5
Roland G. Fryer Jr.+Harvard|www.thecrimson.com|Oct 5, 2019 ... Harvard shuttered Economics professor Roland G. Fryer, Jr.'s research lab, the Education Innovation Laboratory, on Monday after more than a ...|https://www.thecrimson.com/article/2019/10/5/fryer-edlabs-closes/|Harvard Closes Fryer's Research Lab As Sanctions Take Effect ...|6
Roland G. Fryer Jr.+Harvard|www.usatoday.com|Jul 10, 2019 ... BOSTON — Roland Fryer Jr., a celebrated Harvard University economics professor, will be suspended two years and see the research lab he ...|https://www.usatoday.com/story/news/nation/2019/07/10/harvard-suspends-roland-fryer-celebrated-harvard-economist-suspended-two-years-over-sexual-harassmen/1693011001/|Harvard suspends economist Roland Fryer for 'unwelcome sexual ...|7
Roland G. Fryer Jr.+Harvard|www.thecrimson.com|May 22, 2018 ... Economics Professor Roland G. Fryer, Jr. is being investigated separately by Harvard and the state of Massachusetts and has been barred by ...|https://www.thecrimson.com/article/2018/5/22/fryer-investigation/|Star Economics Prof Fryer Facing Harvard and State-Level ...|8
Roland G. Fryer Jr.+Harvard|www.insidehighered.com|Dec 17, 2018 ... Roland G. Fryer Jr., Henry Lee Professor of Economics at Harvard University and faculty director of the Education Innovation Laboratory, ...|https://www.insidehighered.com/quicktakes/2018/12/17/harvard-economist-found-have-harassed-lab-workers|Harvard Economist Found to Have Harassed Lab Workers|9
Roland G. Fryer Jr.+Harvard|www.bostonglobe.com|Jul 10, 2019 ... Harvard University on Wednesday suspended the prominent economist Roland G. Fryer Jr. for two years without pay and shut down his ...|https://www.bostonglobe.com/metro/2019/07/10/harvard-suspends-star-economist-roland-fryer-following-sexual-harassment-complaints/4v3vYV1Dgn9XzVTQqi2UiP/story.html|Harvard suspends star economist Roland Fryer following sexual ...|10
Ron Zimmer+U. Kentucky|martin.uky.edu|Dr. Ron Zimmer is a Professor and Director of the Martin School of Public Policy and Administration at University of Kentucky. Prior to coming to University of ...|https://martin.uky.edu/ron-zimmer|Ron Zimmer - Martin School of Public Policy - University of Kentucky|1
Ron Zimmer+U. Kentucky|www.reachcentered.org|Dr. Ron Zimmer is a Professor and Director of the Martin School of Public Policy and Administration at University of Kentucky. Prior to joining the University of ...|https://www.reachcentered.org/team/ron-zimmer|Ron Zimmer  REACH|2
Ron Zimmer+U. Kentucky|scholar.google.com|Follow. Ron Zimmer. University of Kentucky. Verified email at uky.edu - Homepage ... R Zimmer, R Buddin, D Chau, B Gill, CM Guarino, LS Hamilton, C Krop, .|http://scholar.google.com/citations?user=LvbdehEAAAAJ&hl=en|Ron Zimmer - Google Scholar Citations|3
Ron Zimmer+U. Kentucky|uknow.uky.edu|Jan 14, 2019 ... LEXINGTON, Ky. (Jan. 14, 2019) — The director of the University of Kentucky's Martin School of Public Policy and Administration, Ron Zimmer, ...|https://uknow.uky.edu/professional-news/martin-school-s-zimmer-named-one-nation-s-top-education-scholars-public-influence|Martin School's Zimmer Named One of Nation's Top Education ...|4
Ron Zimmer+U. Kentucky|www.linkedin.com|View Ron Zimmer's profile on LinkedIn, the world's largest professional community. Ron has 1 job listed on their profile. See the complete profile on LinkedIn ...|https://www.linkedin.com/in/ron-zimmer-10a565173|Ron Zimmer - Director - University of Kentucky  LinkedIn|5
Ron Zimmer+U. Kentucky|www.martin.uky.edu|1. RON W. ZIMMER, PH.D. MARTIN SCHOOL OF PUBLIC POLICY AND ADMINSTRATION. UNIVERSITY OF KENTUCKY. March 1, 2018. PROFESSIONAL ...|https://www.martin.uky.edu/file/1006/download?token=JiJrqjOq|RON W - Martin School of Public Policy - University of Kentucky|6
Ron Zimmer+U. Kentucky|www.linkedin.com|Ron Zimmer. Associate Professor at Vanderbilt University. Vanderbilt UniversityUniversity of Kentucky. United States66 connections.|https://www.linkedin.com/in/ron-zimmer-96402926|Ron Zimmer - Associate Professor - Vanderbilt University  LinkedIn|7
Ron Zimmer+U. Kentucky|www.eenee.de|Ron Zimmer. Address, University of Kentucky The Martin School 413 Patterson Office Tower KY 40506-0027 Lexington United States. Phone, +01-8593235413.|http://www.eenee.de/eeneeHome/EENEE/Database-of-Researchers/Researchers/Z/Zimmer-Ron.html|Ron Zimmer - Economics of Education in Europe|8
Ron Zimmer+U. Kentucky|www.maxwell.syr.edu|Ron Zimmer (University of Kentucky) will present General Equilibrium Effects of Recruiting High-Performing Teachers for School Turnaround: Evidence from ...|https://www.maxwell.syr.edu/CPR_Calendar.aspx|CPR Calendar  Maxwell School|9
Ron Zimmer+U. Kentucky|www.edworkingpapers.com|University of Kentucky. ron.zimmer@uky.edu. Nearly three decades into the charter school movement, what has research told us about charter schools?|https://www.edworkingpapers.com/contributor/ron.zimmer|Ron Zimmer|10
Ronald Ferguson+Harvard|www.hks.harvard.edu|Ronald F. Ferguson is an MIT-trained economist who focuses social science research on economic, social, and educational challenges. He has been on the ...|https://www.hks.harvard.edu/faculty/ronald-ferguson|Ronald Ferguson  Harvard Kennedy School|1
Ronald Ferguson+Harvard|news.harvard.edu|Apr 16, 2019 ... A Q&A with Ronald Ferguson, director of the Achievement Gap Initiative at Harvard, about his new book on how to raise successful children ...|https://news.harvard.edu/gazette/story/2019/04/harvards-ronald-ferguson-explores-how-to-raise-successful-children/|Harvard's Ronald Ferguson explores how to raise successful ...|2
Ronald Ferguson+Harvard|agi.harvard.edu|The Achievement Gap Initiative at Harvard University is a university-wide initiative to help raise achievement for ... Ron Ferguson discusses Education Inequality ...|http://agi.harvard.edu/|The Achievement Gap Initiative|3
Ronald Ferguson+Harvard|en.wikipedia.org|He is one of the founders and the current faculty director of the Achievement Gap Initiative at Harvard University. Ferguson sits on the Board of Directors of The ...|https://en.wikipedia.org/wiki/Ronald_Ferguson_(economist)|Ronald Ferguson (economist) - Wikipedia|4
Ronald Ferguson+Harvard|www.nytimes.com|Feb 14, 2011 ... Although he is a Harvard professor based in Cambridge, Mass., Dr. Ferguson, 60, spends lots of time flying around the country visiting racially ...|https://www.nytimes.com/2011/02/14/education/14winerip.html|Ronald Ferguson Works to Close Educational Achievement Gap ...|5
Ronald Ferguson+Harvard|www.youtube.com|Apr 14, 2008 ... Ronald F. Ferguson PhD has taught at the Kennedy School since 1983, as well as a participating as a senior research associate at Harvard's ...|https://www.youtube.com/watch?v=vLHywYRv3o4|Achievement Gap: Dr. Ronald F. Ferguson - YouTube|6
Ronald Ferguson+Harvard|mindsetscholarsnetwork.org|Ronald Ferguson is an MIT-trained economist who has taught at Harvard University since 1983. His teaching and publications cover a variety of issues in ...|https://mindsetscholarsnetwork.org/people/ronald-ferguson/|Ronald Ferguson - Mindset Scholars Network|7
Ronald Ferguson+Harvard|www.youtube.com|Sep 16, 2014 ... Professor, Graduate School of Education, Harvard University, Boston, MA Co-Director, Achievement Gap Initiative, Harvard University Dr.|https://www.youtube.com/watch?v=-UY_tTwQ36s|DBI Profile: Harvard University's Ron Ferguson explains the cost of ...|8
Ronald Ferguson+Harvard|boston.thebasics.org|Jun 4, 2019 ... The Basics Founder, Ronald Ferguson, talking to a local Father. ... Institute of Technology and Harvard University from the last two years ...|https://boston.thebasics.org/en/news/index/content/2019/june/an-eye-opening-talk-with-ron-ferguson-the-founder-of-the-basics/|An Eye-Opening Talk with Ron Ferguson, the Founder Of The Basics|9
Ronald Ferguson+Harvard|inequality.hks.harvard.edu|Director, Achievement Gap Initiative Adjunct Lecturer in Public Policy. Ronald F. Ferguson. Research interests: Education and economic development, racial ...|https://inequality.hks.harvard.edu/people/ronald-f-ferguson|Ronald F. Ferguson  Harvard Inequality & Social Policy|10
Rucker Johnson+UC Berkeley|gspp.berkeley.edu|Rucker C. Johnson is the Chancellor's Professor of Public Policy in the Goldman School of Public Policy at the University of California, Berkeley, and faculty ...|https://gspp.berkeley.edu/directories/faculty/rucker-johnson|Rucker Johnson - Goldman School of Public Policy - UC Berkeley|1
Rucker Johnson+UC Berkeley|news.berkeley.edu|Apr 17, 2019 ... UC Berkeley professor Rucker C. Johnson's new book Children of the Dream: Why School Integration Works shows the exact opposite is true.|https://news.berkeley.edu/2019/04/17/berkeley-talks-rucker-johnson-school-integration/|Berkeley Talks: Professor Rucker Johnson on why school ...|2
Rucker Johnson+UC Berkeley|gsppi.berkeley.edu|To contact me, please see my information below. Rucker C. Johnson University of California, Berkeley Goldman School of Public Policy 2607 Hearst Avenue, mail ...|https://gsppi.berkeley.edu/~ruckerj/index.html|Rucker C. Johnson, Chancellor's Professor - UC Berkeley|3
Rucker Johnson+UC Berkeley|irle.berkeley.edu|Rucker C. Johnson is the Chancellor's Professor of Public Policy in the Goldman School of Public Policy at the University of California, Berkeley, and faculty ...|https://irle.berkeley.edu/affiliates/rucker-johnson/|Rucker Johnson|4
Rucker Johnson+UC Berkeley|www.youtube.com|Apr 16, 2019 ... UC Berkeley professor Rucker C. Johnson's new book Children of the Dream shows the exact opposite is true. The book looks at decades of ...|https://www.youtube.com/watch?v=TxuAy9ZDUlw|The Success of Integrating Schools with Rucker Johnson -- In the ...|5
Rucker Johnson+UC Berkeley|belonging.berkeley.edu|Rucker C. Johnson is an Associate Professor in the Goldman School of Public Policy at the University of California, Berkeley. His graduate and postdoctoral ...|https://belonging.berkeley.edu/rucker-johnson|Rucker Johnson - Haas Institute - UC Berkeley|6
Rucker Johnson+UC Berkeley|www.youtube.com|Oct 22, 2012 ... Rucker Johnson is an Associate Professor in the Goldman School of Public Policy at the University of California, Berkeley; a Faculty Research ...|https://www.youtube.com/watch?v=OKCQ32dg2qY|The impact desegregation had on schools  Rucker Johnson ...|7
Rucker Johnson+UC Berkeley|belonging.berkeley.edu|Apr 26, 2019 ... The Othering and Belonging Institute at UC Berkeley is a hub of engaged scholars, researchers, strategic communicators, policymakers, and ...|https://belonging.berkeley.edu/video-rucker-johnson-why-school-integration-works|Video: Rucker Johnson on why school integration works  Othering ...|8
Rucker Johnson+UC Berkeley|www.nber.org|Rucker Johnson. Goldman School of Public Policy University of California, Berkeley 2607 Hearst Avenue Berkeley, CA 94720-7320. Tel: 510/643-0169|https://www.nber.org/people/rucker_johnson|Rucker Johnson|9
Rucker Johnson+UC Berkeley|www.c-span.org|May 19, 2019 ... UC Berkeley professor Rucker Johnon argues that integrated ... University of California, Berkeley Professor Rucker Johnson talked about his ...|https://www.c-span.org/video/?459863-1/children-dream|[Children of the Dream]  C-SPAN.org|10
Ruth N. Lopez Turley+Rice|kinder.rice.edu|Ruth N. López Turley is a professor of sociology at Rice University. She founded the Houston Education Research Consortium (HERC), a research-practice ...|https://kinder.rice.edu/people/ruth-n-l%C3%B3pez-turley|Ruth N. López Turley  The Kinder Institute for Urban Research|1
